170;141;Почта Банк;RUB ПочтаБанк;643;3;1011111110111111111111111111111111111111111111111111111111111000000001111110111111111111100001100000110000001100000000000001010010011111010101111011111111111111111111111100111110010111100111111000100000000000000010000000
171;194;Sepa EUR;EUR SEPA;978;3;1000100100111110111111100000001001110000000000000000000000000000000001101000000011100011110000000110000000000000000000000000000000000000000000000000000000000000010000000000000000110000000000000000001000000000000010100000
172;5;Bitcoin Cash (BCH);BCH;987;0;1111111111111111111111111111111111111111111111111111111111111100000001111111111111111111111101111111110111111111000011000111011111111111111111111111111111111111111111111111111111111111101111111101111111111111111111110001
173;28;NEM (XEM);XEM;986;0;1011111110111111111111111110111111111111111111111111111111111000000001111111111111111111110001100000000000101110000001000101011111011111111111111111111111111111111111111101111110111111101111111101100000001111110011100001
174;29;Augur (REP);REP;1000;0;1001111100111111110111111111011111111111111111111111111111111000000001111111111111111011110001100000000000101010000000000101011111011111111111111011111111111111111111111101111110111111101011000100100000001111110010100001
175;50;Tezos (XTZ);XTZ;1007;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101111000001000111011111111111111111111111111111111111111111111101111110111111101111111101100000001111110011110001
176;140;Открытие;RUB Открытие;643;3;1011111110111111111111111111111111111111111111111111111111111000000001111110111111111111100001100000100000001100000001000001010010011111010111011011111111111111111111111100111110010110100111111000100000000000000000000000
177;30;NEO (NEO);NEO;984;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111111001111111110111111111000000000111011111111111111111111111111111111111111111111111111111111111101111111101100111111111111111110001
178;31;EOS (EOS);EOS;983;0;1011111111111111111111111111111111111111111111111111111111111100000001111111111111111111110001100000000000101110000001000111011111111111111111111111111111111111111111111101111111111111101111111101100000001111110011110001
179;32;IOTA (MIOTA);MIOTA;982;0;1010100110111110111111111111111001111111111110111111111111001000000001000110000011100011110000000000000000000110000000000101010110111111111111111011111111000000010101000000001000111100000000000101100000000000000010100001
180;33;Lisk (LSK);Lisk;1018;0;1001111100111111110111111101111101111111111111111111111100111000000001111111111111111011110001100000000000000010000000000101010111011111111111111011111111111111111111111100111010111111000010000100100000000000000010100001
181;34;Cardano (ADA);ADA;100;0;1011111111111111111111111111111111111111111111111111111111111100000001111111111111111111110001100000100000101111000001000111011111111111111111111111111111111111111111111101111111111111101111111101100000001111110011110101
182;35;Stellar (XLM);XLM;101;0;1111111111111111111111111111111111111111111111111111111111111100000001111111111111111111111101111111110111111111000001000111011111111111111111111111111111111111111111111111111111111111101111111101100111111111001111110000
183;193;Любой банк IDR;IDR Банк;360;3;1000100100011010000110111111001001110000110000111111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
184;7;Bitcoin Gold (BTG);BTG;103;0;1011110111111111111111111111111111111111111111111111111111111000000001111111111111111111100001100000000000101010000001000111011111011111111111111011111111111111111111111101111110111111001010000100100000001111110000000000
185;36;TRON (TRX);TRX;104;0;1111111111111111111111111111111111111111111111111111111111111100000001111111111111111111111001111111110111111111000011000111011111111111111111111111111111111111111111111111111111111111101111111101111111111111111111110101
186;116;Exmo BTC;BTC Exmo;967;2;1000000000011000100000000000000000100000000000000000000000000000000001001000000011000010000000000000000000000000000000000001000010010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000
187;195;ЕРИП Расчет;BYN ЕРИП;974;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;170;Visa/MasterCard AMD;AMD Карта;51;3;1001111110111111110111111111111111111111111111111111111100111000000101111110111111111011100001100000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000
8;55;VeChain (VET);VET;1011;0;1011111110111111111111111111111111111111111111111111110111111000000001111111111111111111110001100000000000101110000001000101011011111111111111111011111111111111111111111101111110111111101111111101100000001111110011100001
9;177;Карта UZCARD;UZS Карта;860;3;0000000000000000000000000000000000000000000000000000000000001100000001000010000000000010000000000000000000000000000000000001000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
10;21;Tether TRC20 (USDT);USDT TRC20;840;0;1111111111111111111111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111100110001000111111111111111111111111111111111111111111111111111111111111111101111111101101111111111111111111111
12;110;Счет телефона UAH;UAH Баланс;980;1;0000000000000000000010000000000000000000000000000000000000000000000001000100000011000011000000000000001000000000000000000001010010010000000000000010000101000000010100000000000000000000000000000000000000000000000000000000
13;217;Наличные BYN;BYN Наличными;974;5;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
188;192;Любой банк NGN;NGN Банк;566;3;1000100100011010000110111111001001110000110000111111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
14;210;UNI RUB;RUB UNI;643;4;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
16;122;Garantex;RUB Garantex;643;2;1010101110111110111111111111011101111111111011111111111011100000000001001110000010000000000000000000000000000000000000000001011111011101111111110011111111000000010100000000000000010100000000000000000000000000000011100000
17;175;Карта Мир;RUB Мир;643;3;1011111111111111111111111111111111111111111111111111111111111000000001111110111111111111100001100000100000101100000001000010000000000001000111011011111111101111101101111101111110010111101111111000100000000000000000000000
21;196;СБП;RUB СБП;643;3;1010100110111110111111111111011101111101100110111111011111000000000001000100000001000011100000000000000000001100000000000000000000000000000000000011111111000000000101000000000000010100000000000000000000000000000000000000
22;150;УкрСиббанк;UAH УкрСиб;980;3;1011111111111111111111111111011101111101111110111111111111111000001001111110111111111111100001100000110000001100000011000111010010011111111111111011111111111111111111111100111110010111100111111001100000000000000010000000
23;23;USD Coin (USDC);USDC;840;0;1111111111111111111111111111111111111111111111111111111111111000000001111111111111111111110011100000000010101110000011000111011111111111111111111111111111111111111111111101111111111111101111111101111001001111111111111111
24;24;TrueUSD (TUSD);TUSD;840;0;1111111111111111111111111111111111111111111111111111111111111000000001111111111111111111110011100000000010101110000011000111011111111111111111111111111111111111111111111101111111111111101111111101100000001111110011111111
25;174;Visa/MasterCard KGS;KGS Карта;417;3;1001111100111111111111111101111111111111111111111111111100111000000001111110111111111011100001100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000
26;47;Qtum (QTUM);QTUM;1004;0;1011111110111111111111111111111111111111111111111111111111111000000001111111111111111011110001100000000000100110000001000101011111011111111111111111111111111111111111111101111110111111001010000101100000001111110011100001
27;44;BitTorrent (BTT);BTT;1001;0;1111111110111111111111111111111111111111111111111111111111111000000001111111111111111111100001100000000000101111000001000001011110111111111111110011111111111111111111111101111110111111001010000101100000001111110011000000
28;121;Kuna;UAH Kuna;980;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000100000000000000000000000000000000000000000000000010110000
29;189;Любой банк PLN;PLN Банк;985;3;1001111100111111110111111111111111111111111111111111111100111000000001111000111111111011100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000
30;172;Visa/MasterCard CNY;CNY Карта;156;3;1000100100111110110010000000010000111000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
31;183;Любой банк BYN;BYN Банк;974;3;1001111110111111110111111111111111111111111111111111111100111000000001111110111111111011100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000
32;104;VelesPay;USD VelesPay;840;1;1000100100111110110010000000000000111000100000000000010000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
189;25;Pax Dollar (USDP);USDP;840;0;1111111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101110000011000111011111111111111111111111111111111111111111111101111111111111101111111101111101001111001111111111
190;120;Cryptex;USD Cryptex;840;2;1000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000001001110011111010000000000000000000000010000000000000000010000000000100000000100100000000011100000
33;85;Advanced Cash KZT;KZT AdvCash;398;1;1011111111111111111111111111011001111101101110111111111111111000000001111111111111110111100001100000000000001000000011000011010010011111111111111111111111111111111111111100111111111111100111111001111001001111001100000000
34;142;Россельхозбанк;RUB РСХБ;643;3;1011111111111111111111111111111111111111111111111111111111111000000001111110111111111111100001100000000000101100000000000010000000001011010111011011111111111111101111111101111110010110101111111000100000000000000000000000
35;99;PaySera EUR;EUR PaySera;978;1;1000100100111110110010000000010000111000100000000000010000000000000000000110000011100011100000000110000000000000000000000000000000000000000000000000000000000000010000000000000000111000000000000100001000000000000000000000
36;20;Tether ERC20 (USDT);USDT ERC20;840;0;1111111111111111111111111111111111111111111111111111111111111100000001111111111111111111110111110000111010111100000001000111111111111111111111111111111111111111111111111101111111111111101111111101101101101111110011111111
37;154;Альфа-Банк UAH;UAH Альфа-Банк;980;3;1011111111111111111111111111111101111101111110111111111111111000001001111110111111111111100011100000000000001100000011000011010010011111111111111011111111111111111111111100111110010111100111111001100000000000000000000000
38;168;Visa/MasterCard PLN;PLN Карта;985;3;1001111100111111110111111111111111111111111111111111111100111000000001111000111111111011100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000
39;188;Любой банк TRY;TRY Банк;949;3;1000100100011010000110111111001001110000110000111111110100001000000000000100000011100000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000
191;144;МТС Банк;RUB МТСБанк;643;3;1011111111111111111111111111111111111111111111111111111111111000000001111110111111111111100001100000000000001100000001000011010000011101010111011011111111111111111111111100111110010110100111111000100000000000000000000000
192;198;Revolut USD;USD Revolut;840;3;1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
193;199;Revolut EUR;EUR Revolut;978;3;1000000000000000000000000000000000000000000000000000000000000000000000000110000011100011100000000110000000000000000000000000000000000000000000000000000000000000010000000000000000111000000000000100001000000000000000100000
194;169;Visa/MasterCard MDL;MDL Карта;498;3;1001111100111111111111111111111111111111111111111111111100111000000001111100111111111011100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
195;143;Росбанк;RUB Росбанк;643;3;1011111110111111111111111111111111111111111111111111111111111000000001111110111111111111100001100000100000001100000000000000000000001111010111001011111111111101000101111100110100010110100111111000100000000000000000000000
196;153;Сбербанк UAH;UAH Сбербанк;980;3;1011111110111111111111111111111101111101110110111111111111111000000001111110101111111111100001100000000000001000000011000001010010011111111111111011111101111111111111111100111110010111100111111001100000000000000000000000
197;48;Chainlink (LINK);LINK;1005;0;1111111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101111000001000111011111111111111111111011111111111111111111111101111110111111101111111101100000001111110011110001
198;49;Cosmos (ATOM);ATOM;1006;0;1011111111111111111111111111111111111111111111110111111111111000000001111111111111111111110001100000000000101111000001000111011111011111111111111111111111111111111111111101111111111111001111000101100000000000000011100001
199;178;Карта HUMO;UZS HUMO;860;3;0000000000000000000000000000000000000000000000000000000000001100000001000010000000000010000000000000000000000000000000000001000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
200;100;ecoPayz;USD ecoPayz;840;1;1000100100111110110010000000010000111000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
201;51;Polkadot (DOT);DOT;1008;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101110000001000111011111111111111111111111111111111111111111111101111111111111101111111101100100001111110011110001
202;52;Uniswap (UNI);UNI;1009;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101110000001000111011111111111111111111011111111111111111111111101111110111111101111111101100100001111110011110001
203;26;Dai (DAI);DAI;840;0;1111111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101110000011000111011111111111111111111111111111111111111111111101111110111111101111111101111001001111001111111111
204;219;Наличные GBP;GBP Наличными;826;5;1000000100000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
205;53;Ravencoin (RVN);RVN;1010;0;1011111110111111111111111111111111111111111111111111011110111000000001111111111111111111110001100000000000101010000001000001011111111111111111111011111111111111111111111101111110111111101111111100100000001111110011100001
206;27;Binance USD (BUSD);BUSD;840;0;1111111111111111111111111111111101111111111111111111111111111000000001111110101111111111110001100000000010001110000001000111011111111111111111111011111111111111111111111100111111111111100111111101100000001111110011111111
207;160;Jysan Bank;KZT Jysan;398;3;1000100100111110111110101100011001111101100000000000010000001000000001101110000011111011100001100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
208;22;Tether BEP20 (USDT);USDT BEP20;840;0;1111111111111111111111111111111111111111111111111111111111111000000001111110101111111111110001100000000000001100000001000111011111111111111111111011111111111111111111111100111110111111100111111101100000000000000011111111
209;125;Сбербанк Код;RUB Сбер Код;643;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
210;56;Shiba Inu (SHIB);SHIB;1013;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111110001100000000000101110000001000011011110111111111111111011111111111111111111111101111110111111101111000101100100001111110011110001
211;220;Наличные AED;AED Наличными;784;5;1000100100011010111111111110111111011101111111111111111100001000000001000000000010000010010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
212;9;Ethereum BEP20 (ETH);ETH BEP20;993;0;1011111111111111111111111111011101111111111111111111111111111000000001111110101111111111100001100000000000001100000001000111010111011111111111111011111111111111111111111100111110111111100111111001100000000000000011000000
213;58;Maker (MKR);MKR;1015;0;1111101111111111111111111111111101111111111110111111111111111000000001101110101111111111100001100000000000001110000000000111010111111111111111111011111111011010111111001000001110110100000000000001100000000000000010110000
214;123;WhiteBIT;USD WhiteBIT;840;2;1011111111111111110111111111011001111000100010011111010111111000000001101110101111111111010001100000000000001000100000000001010010011111010101010011111101111110111111001100101110111111000000000000100000000000000000000000
215;145;Хоум Кредит;RUB ХоумКредит;643;3;1010111110111110111111111111011101111111111011111111111111101000000001111100101111111111100001100000000000001100000000000001010010011111010111110011111111111111111111111100111100010111100111111000100000000000000000000000
216;57;Algorand (ALGO);ALGO;1016;0;1011111111111111111111111111111101111111111111111111111101111000000001111110101111111111100001100000000000001110000001000111010111111111111111111011111111111111111111111100111110110111100111111001100000000000000000000000
217;59;Avalanche (AVAX);AVAX;1017;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111100001100000000000101010000001000111010111111111111111111011111111111111111111111101111110111111001010000100100000000000000001000000
218;10;Wrapped ETH (WETH);WETH;993;0;1011101111111111110111111110011001111000100010011111010111111000000001101110101111111111000001100000000000001010000000000011010010011111010001010011111101011010111111001000001110100100000000000000100000000000000000000000
219;185;Любой банк GEL;GEL Банк;981;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
220;60;Yearn.finance (YFI);YFI;1019;0;1011111111111111111111111111111111111111111111111111111111111000000001111111111111111111100001100000000000101010000001000011010010011111011111111011111111111111111111111101111110111111101011000100100000000000000000000000
