1016;840;0.78584010432813
643;980;2.72441
980;949;1.5282
643;156;11.63
566;840;410.91
643;978;83.8225
1019;840;2.6831267549326E-5
980;840;27.2846
980;156;4.2789
980;51;0.055964
980;643;0.36766
764;348;0.1025
974;980;0.092956
974;840;2.5374
974;978;2.8582
974;156;0.3979
974;643;0.034163
974;398;0.0057767
974;826;3.3456
978;840;0.88707531269405
566;156;64.4196
1015;967;20.312817387772
978;764;0.026392884478345
643;949;4.24692
997;967;304.48630116131
997;840;0.006299333028578
978;156;0.13911688600762
156;949;0.3838
156;764;0.1916
156;643;0.086
156;978;7.1837
398;392;3.84
398;752;47.77
398;203;19.47
398;826;575.2
398;980;15.99
398;860;0.0404
398;51;0.888
967;840;2.169439753031E-5
967;978;2.4487764933129E-5
967;156;3.38021328605E-6
967;826;2.8658304173509E-5
967;643;2.9713877143381E-7
998;840;0.02169439753031
998;978;0.024487764933129
998;156;0.00338021328605
998;826;0.028658304173509
998;643;0.00029713877143381
996;840;5.736716933119
860;840;10821.32
996;967;277008.31024931
826;156;0.11827460998947
998;348;5.960797239726E-5
967;949;1.1906914788355E-6
967;348;5.960797239726E-8
398;949;24.97
643;840;74.2075
998;949;0.0011906914788355
987;967;109.02153175252
980;978;30.7661
992;840;0.0080050846619907
992;967;368.8226811196
993;840;0.00026259212705883
993;967;12.087636330406
51;840;480.61
51;974;189.57
51;860;0.044
51;980;17.64
51;643;6.47
51;498;27.02
51;398;1.101
51;156;75.17
764;985;8.1243
498;752;1.9447
643;826;98.1225
764;704;0.001456
764;643;0.4513
764;203;1.4916
764;784;9.1131
764;156;5.2521
398;764;12.98
51;752;52.61
840;498;0.056334721082852
991;967;245.52710987584
991;840;0.0053229614690991
990;840;0.029563407596613
990;967;1360.1741022851
1016;967;36170.943880781
980;860;0.0025247
1016;993;2992.4440787013
1015;840;0.00044038875757964
764;578;3.6882
989;967;54884.742041712
989;840;1.19322629298
988;967;302.43825722979
988;993;25.034253116827
988;840;0.0066034498609929
51;392;4.234
980;826;36.1084
978;643;0.011963153487259
967;764;6.3564016344241E-7
998;764;0.00063564016344241
156;392;0.056241
398;643;5.88
978;826;1.1736400445983
398;985;105.98
995;840;0.0083249112980701
566;978;465.109
566;826;546.0172
990;993;112.38265845674
